"calendar_year","location","race","experiencing_homelessness"
2022,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","American Indian, Alaska Native, or Indigenous","28"
2022,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Black, African American, or African","11"
2022,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Multiple Races","48"
2022,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","White","689"
2022,"Tehama County CoC","American Indian, Alaska Native, or Indigenous","17"
2022,"Tehama County CoC","Black, African American, or African","16"
2022,"Tehama County CoC","Multiple Races","25"
2022,"Tehama County CoC","Unknown","51"
2022,"Tehama County CoC","White","586"
2022,"Lake County CoC","American Indian, Alaska Native, or Indigenous","36"
2022,"Lake County CoC","Black, African American, or African","19"
2022,"Lake County CoC","Multiple Races","14"
2022,"Lake County CoC","White","261"
2022,"Alpine, Inyo, Mono Counties CoC","American Indian, Alaska Native, or Indigenous","33"
2022,"Alpine, Inyo, Mono Counties CoC","White","149"
2022,"Nevada County CoC","American Indian, Alaska Native, or Indigenous","29"
2022,"Nevada County CoC","Black, African American, or African","24"
2022,"Nevada County CoC","Multiple Races","69"
2022,"Nevada County CoC","Unknown","85"
2022,"Nevada County CoC","White","834"
2022,"Los Angeles County CoC","American Indian, Alaska Native, or Indigenous","1458"
2022,"Los Angeles County CoC","Asian or Asian American","1209"
2022,"Los Angeles County CoC","Black, African American, or African","33942"
2022,"Los Angeles County CoC","Multiple Races","1736"
2022,"Los Angeles County CoC","Native Hawaiian or Pacific Islander","691"
2022,"Los Angeles County CoC","Unknown","8982"
2022,"Los Angeles County CoC","White","44466"
2022,"San Diego County CoC","American Indian, Alaska Native, or Indigenous","653"
2022,"San Diego County CoC","Asian or Asian American","447"
2022,"San Diego County CoC","Black, African American, or African","6491"
2022,"San Diego County CoC","Multiple Races","996"
2022,"San Diego County CoC","Native Hawaiian or Pacific Islander","377"
2022,"San Diego County CoC","Unknown","772"
2022,"San Diego County CoC","White","15625"
2022,"Orange County CoC","American Indian, Alaska Native, or Indigenous","499"
2022,"Orange County CoC","Asian or Asian American","566"
2022,"Orange County CoC","Black, African American, or African","2325"
2022,"Orange County CoC","Multiple Races","617"
2022,"Orange County CoC","Native Hawaiian or Pacific Islander","270"
2022,"Orange County CoC","Unknown","4111"
2022,"Orange County CoC","White","14579"
2022,"Santa Barbara County CoC","American Indian, Alaska Native, or Indigenous","218"
2022,"Santa Barbara County CoC","Asian or Asian American","48"
2022,"Santa Barbara County CoC","Black, African American, or African","273"
2022,"Santa Barbara County CoC","Multiple Races","198"
2022,"Santa Barbara County CoC","Native Hawaiian or Pacific Islander","32"
2022,"Santa Barbara County CoC","Unknown","37"
2022,"Santa Barbara County CoC","White","3099"
2022,"Kern County CoC","American Indian, Alaska Native, or Indigenous","189"
2022,"Kern County CoC","Asian or Asian American","42"
2022,"Kern County CoC","Black, African American, or African","2060"
2022,"Kern County CoC","Multiple Races","275"
2022,"Kern County CoC","Native Hawaiian or Pacific Islander","50"
2022,"Kern County CoC","Unknown","22"
2022,"Kern County CoC","White","6044"
2022,"Long Beach CoC (Los Angeles County)","American Indian, Alaska Native, or Indigenous","67"
2022,"Long Beach CoC (Los Angeles County)","Asian or Asian American","80"
2022,"Long Beach CoC (Los Angeles County)","Black, African American, or African","1916"
2022,"Long Beach CoC (Los Angeles County)","Multiple Races","124"
2022,"Long Beach CoC (Los Angeles County)","Native Hawaiian or Pacific Islander","43"
2022,"Long Beach CoC (Los Angeles County)","Unknown","77"
2022,"Long Beach CoC (Los Angeles County)","White","1836"
2022,"Pasadena CoC (Los Angeles County)","American Indian, Alaska Native, or Indigenous","20"
2022,"Pasadena CoC (Los Angeles County)","Asian or Asian American","15"
2022,"Pasadena CoC (Los Angeles County)","Black, African American, or African","445"
2022,"Pasadena CoC (Los Angeles County)","Multiple Races","35"
2022,"Pasadena CoC (Los Angeles County)","Unknown","82"
2022,"Pasadena CoC (Los Angeles County)","White","577"
2022,"Riverside County CoC","American Indian, Alaska Native, or Indigenous","249"
2022,"Riverside County CoC","Asian or Asian American","99"
2022,"Riverside County CoC","Black, African American, or African","2696"
2022,"Riverside County CoC","Multiple Races","305"
2022,"Riverside County CoC","Native Hawaiian or Pacific Islander","93"
2022,"Riverside County CoC","Unknown","303"
2022,"Riverside County CoC","White","7059"
2022,"San Bernardino County CoC","American Indian, Alaska Native, or Indigenous","262"
2022,"San Bernardino County CoC","Asian or Asian American","52"
2022,"San Bernardino County CoC","Black, African American, or African","4197"
2022,"San Bernardino County CoC","Multiple Races","269"
2022,"San Bernardino County CoC","Native Hawaiian or Pacific Islander","80"
2022,"San Bernardino County CoC","Unknown","122"
2022,"San Bernardino County CoC","White","5490"
2022,"Ventura County CoC","American Indian, Alaska Native, or Indigenous","48"
2022,"Ventura County CoC","Asian or Asian American","30"
2022,"Ventura County CoC","Black, African American, or African","220"
2022,"Ventura County CoC","Multiple Races","136"
2022,"Ventura County CoC","Unknown","57"
2022,"Ventura County CoC","White","2435"
2022,"Glendale CoC (Los Angeles County)","American Indian, Alaska Native, or Indigenous","15"
2022,"Glendale CoC (Los Angeles County)","Asian or Asian American","19"
2022,"Glendale CoC (Los Angeles County)","Black, African American, or African","200"
2022,"Glendale CoC (Los Angeles County)","Multiple Races","27"
2022,"Glendale CoC (Los Angeles County)","White","475"
2022,"Imperial County CoC","Asian or Asian American","11"
2022,"Imperial County CoC","Black, African American, or African","111"
2022,"Imperial County CoC","Multiple Races","23"
2022,"Imperial County CoC","Unknown","127"
2022,"Imperial County CoC","White","1581"
2022,"San Luis Obispo County CoC","American Indian, Alaska Native, or Indigenous","94"
2022,"San Luis Obispo County CoC","Asian or Asian American","22"
2022,"San Luis Obispo County CoC","Black, African American, or African","141"
2022,"San Luis Obispo County CoC","Multiple Races","159"
2022,"San Luis Obispo County CoC","Native Hawaiian or Pacific Islander","29"
2022,"San Luis Obispo County CoC","Unknown","143"
2022,"San Luis Obispo County CoC","White","2215"
2023,"California","American Indian, Alaska Native, or Indigenous","9096"
2023,"California","Asian or Asian American","5079"
2023,"California","Black, African American, or African","69465"
2023,"California","Multiple Races","10949"
2023,"California","Native Hawaiian or Pacific Islander","3228"
2023,"California","Unknown","16898"
2023,"California","White","140199"
2023,"Santa Clara County CoC","American Indian, Alaska Native, or Indigenous","993"
2023,"Santa Clara County CoC","Asian or Asian American","820"
2023,"Santa Clara County CoC","Black, African American, or African","2144"
2023,"Santa Clara County CoC","Multiple Races","902"
2023,"Santa Clara County CoC","Native Hawaiian or Pacific Islander","333"
2023,"Santa Clara County CoC","Unknown","919"
2023,"Santa Clara County CoC","White","8793"
2023,"San Francisco CoC","American Indian, Alaska Native, or Indigenous","870"
2023,"San Francisco CoC","Asian or Asian American","571"
2023,"San Francisco CoC","Black, African American, or African","4849"
2023,"San Francisco CoC","Multiple Races","973"
2023,"San Francisco CoC","Native Hawaiian or Pacific Islander","336"
2023,"San Francisco CoC","Unknown","967"
2023,"San Francisco CoC","White","4958"
2023,"Alameda County CoC","American Indian, Alaska Native, or Indigenous","420"
2023,"Alameda County CoC","Asian or Asian American","271"
2023,"Alameda County CoC","Black, African American, or African","5119"
2023,"Alameda County CoC","Multiple Races","628"
2023,"Alameda County CoC","Native Hawaiian or Pacific Islander","152"
2023,"Alameda County CoC","Unknown","276"
2023,"Alameda County CoC","White","2904"
2023,"Sacramento County CoC","American Indian, Alaska Native, or Indigenous","211"
2023,"Sacramento County CoC","Asian or Asian American","138"
2023,"Sacramento County CoC","Black, African American, or African","3780"
2023,"Sacramento County CoC","Multiple Races","780"
2023,"Sacramento County CoC","Native Hawaiian or Pacific Islander","111"
2023,"Sacramento County CoC","Unknown","508"
2023,"Sacramento County CoC","White","3516"
2023,"Sonoma County CoC","American Indian, Alaska Native, or Indigenous","275"
2023,"Sonoma County CoC","Asian or Asian American","35"
2023,"Sonoma County CoC","Black, African American, or African","192"
2023,"Sonoma County CoC","Multiple Races","187"
2023,"Sonoma County CoC","Native Hawaiian or Pacific Islander","29"
2023,"Sonoma County CoC","Unknown","44"
2023,"Sonoma County CoC","White","2016"
2023,"Contra Costa County CoC","American Indian, Alaska Native, or Indigenous","958"
2023,"Contra Costa County CoC","Asian or Asian American","156"
2023,"Contra Costa County CoC","Black, African American, or African","3614"
2023,"Contra Costa County CoC","Multiple Races","644"
2023,"Contra Costa County CoC","Native Hawaiian or Pacific Islander","180"
2023,"Contra Costa County CoC","Unknown","135"
2023,"Contra Costa County CoC","White","3893"
2023,"Monterey, San Benito Counties CoC","American Indian, Alaska Native, or Indigenous","60"
2023,"Monterey, San Benito Counties CoC","Asian or Asian American","25"
2023,"Monterey, San Benito Counties CoC","Black, African American, or African","156"
2023,"Monterey, San Benito Counties CoC","Multiple Races","83"
2023,"Monterey, San Benito Counties CoC","Native Hawaiian or Pacific Islander","40"
2023,"Monterey, San Benito Counties CoC","Unknown","55"
2023,"Monterey, San Benito Counties CoC","White","1523"
2023,"Marin County CoC","American Indian, Alaska Native, or Indigenous","81"
2023,"Marin County CoC","Asian or Asian American","22"
2023,"Marin County CoC","Black, African American, or African","298"
2023,"Marin County CoC","Multiple Races","59"
2023,"Marin County CoC","Unknown","61"
2023,"Marin County CoC","White","723"
2023,"Santa Cruz County CoC","American Indian, Alaska Native, or Indigenous","142"
2023,"Santa Cruz County CoC","Asian or Asian American","11"
2023,"Santa Cruz County CoC","Black, African American, or African","52"
2023,"Santa Cruz County CoC","Multiple Races","68"
2023,"Santa Cruz County CoC","Unknown","85"
2023,"Santa Cruz County CoC","White","1067"
2023,"Mendocino County CoC","American Indian, Alaska Native, or Indigenous","163"
2023,"Mendocino County CoC","Black, African American, or African","30"
2023,"Mendocino County CoC","Multiple Races","77"
2023,"Mendocino County CoC","Unknown","16"
2023,"Mendocino County CoC","White","880"
2023,"Stanislaus County CoC","American Indian, Alaska Native, or Indigenous","193"
2023,"Stanislaus County CoC","Asian or Asian American","65"
2023,"Stanislaus County CoC","Black, African American, or African","587"
2023,"Stanislaus County CoC","Multiple Races","354"
2023,"Stanislaus County CoC","Native Hawaiian or Pacific Islander","54"
2023,"Stanislaus County CoC","Unknown","16"
2023,"Stanislaus County CoC","White","3128"
2023,"San Joaquin County CoC","American Indian, Alaska Native, or Indigenous","114"
2023,"San Joaquin County CoC","Asian or Asian American","156"
2023,"San Joaquin County CoC","Black, African American, or African","1947"
2023,"San Joaquin County CoC","Multiple Races","533"
2023,"San Joaquin County CoC","Native Hawaiian or Pacific Islander","58"
2023,"San Joaquin County CoC","Unknown","139"
2023,"San Joaquin County CoC","White","3188"
2023,"San Mateo County CoC","American Indian, Alaska Native, or Indigenous","229"
2023,"San Mateo County CoC","Asian or Asian American","211"
2023,"San Mateo County CoC","Black, African American, or African","792"
2023,"San Mateo County CoC","Multiple Races","148"
2023,"San Mateo County CoC","Native Hawaiian or Pacific Islander","346"
2023,"San Mateo County CoC","Unknown","97"
2023,"San Mateo County CoC","White","2919"
2023,"Kings, Tulare Counties CoC","American Indian, Alaska Native, or Indigenous","155"
2023,"Kings, Tulare Counties CoC","Asian or Asian American","20"
2023,"Kings, Tulare Counties CoC","Black, African American, or African","390"
2023,"Kings, Tulare Counties CoC","Multiple Races","78"
2023,"Kings, Tulare Counties CoC","Native Hawaiian or Pacific Islander","15"
2023,"Kings, Tulare Counties CoC","Unknown","54"
2023,"Kings, Tulare Counties CoC","White","2486"
2023,"Fresno, Madera Counties CoC","American Indian, Alaska Native, or Indigenous","378"
2023,"Fresno, Madera Counties CoC","Asian or Asian American","229"
2023,"Fresno, Madera Counties CoC","Black, African American, or African","1393"
2023,"Fresno, Madera Counties CoC","Multiple Races","279"
2023,"Fresno, Madera Counties CoC","Native Hawaiian or Pacific Islander","49"
2023,"Fresno, Madera Counties CoC","Unknown","311"
2023,"Fresno, Madera Counties CoC","White","5040"
2023,"Placer County CoC","American Indian, Alaska Native, or Indigenous","75"
2023,"Placer County CoC","Asian or Asian American","27"
2023,"Placer County CoC","Black, African American, or African","149"
2023,"Placer County CoC","Multiple Races","134"
2023,"Placer County CoC","Native Hawaiian or Pacific Islander","32"
2023,"Placer County CoC","Unknown","55"
2023,"Placer County CoC","White","1438"
2023,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","American Indian, Alaska Native, or Indigenous","90"
2023,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Asian or Asian American","11"
2023,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Black, African American, or African","37"
2023,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Multiple Races","265"
2023,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Unknown","74"
2023,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","White","1233"
2023,"Napa County CoC","American Indian, Alaska Native, or Indigenous","57"
2023,"Napa County CoC","Black, African American, or African","48"
2023,"Napa County CoC","Multiple Races","51"
2023,"Napa County CoC","Unknown","24"
2023,"Napa County CoC","White","575"
2023,"Solano County CoC","American Indian, Alaska Native, or Indigenous","29"
2023,"Solano County CoC","Asian or Asian American","21"
2023,"Solano County CoC","Black, African American, or African","428"
2023,"Solano County CoC","Multiple Races","94"
2023,"Solano County CoC","Native Hawaiian or Pacific Islander","16"
2023,"Solano County CoC","Unknown","12"
2023,"Solano County CoC","White","337"
2023,"Butte County CoC","American Indian, Alaska Native, or Indigenous","143"
2023,"Butte County CoC","Asian or Asian American","36"
2023,"Butte County CoC","Black, African American, or African","210"
2023,"Butte County CoC","Multiple Races","284"
2023,"Butte County CoC","Native Hawaiian or Pacific Islander","17"
2023,"Butte County CoC","Unknown","309"
2023,"Butte County CoC","White","2238"
2023,"Merced County CoC","American Indian, Alaska Native, or Indigenous","98"
2023,"Merced County CoC","Asian or Asian American","50"
2023,"Merced County CoC","Black, African American, or African","516"
2023,"Merced County CoC","Multiple Races","205"
2023,"Merced County CoC","Native Hawaiian or Pacific Islander","17"
2023,"Merced County CoC","Unknown","59"
2023,"Merced County CoC","White","2136"
2023,"Yolo County CoC","American Indian, Alaska Native, or Indigenous","37"
2023,"Yolo County CoC","Black, African American, or African","197"
2023,"Yolo County CoC","Multiple Races","37"
2023,"Yolo County CoC","Unknown","156"
2023,"Yolo County CoC","White","621"
2023,"Humboldt County CoC","American Indian, Alaska Native, or Indigenous","220"
2023,"Humboldt County CoC","Asian or Asian American","16"
2023,"Humboldt County CoC","Black, African American, or African","72"
2023,"Humboldt County CoC","Multiple Races","176"
2023,"Humboldt County CoC","Native Hawaiian or Pacific Islander","21"
2023,"Humboldt County CoC","Unknown","215"
2023,"Humboldt County CoC","White","1283"
2023,"Colusa, Glenn, Trinity Counties CoC","American Indian, Alaska Native, or Indigenous","27"
2023,"Colusa, Glenn, Trinity Counties CoC","Asian or Asian American","16"
2023,"Colusa, Glenn, Trinity Counties CoC","Black, African American, or African","12"
2023,"Colusa, Glenn, Trinity Counties CoC","Multiple Races","34"
2023,"Colusa, Glenn, Trinity Counties CoC","White","292"
2023,"Yuba, Sutter Counties CoC","American Indian, Alaska Native, or Indigenous","61"
2023,"Yuba, Sutter Counties CoC","Asian or Asian American","30"
2023,"Yuba, Sutter Counties CoC","Black, African American, or African","194"
2023,"Yuba, Sutter Counties CoC","Multiple Races","98"
2023,"Yuba, Sutter Counties CoC","Native Hawaiian or Pacific Islander","15"
2023,"Yuba, Sutter Counties CoC","Unknown","262"
2023,"Yuba, Sutter Counties CoC","White","1560"
2023,"El Dorado County CoC","American Indian, Alaska Native, or Indigenous","15"
2023,"El Dorado County CoC","Black, African American, or African","18"
2023,"El Dorado County CoC","Multiple Races","17"
2023,"El Dorado County CoC","Unknown","24"
2023,"El Dorado County CoC","White","364"
2023,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","American Indian, Alaska Native, or Indigenous","25"
2023,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Black, African American, or African","18"
2023,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Multiple Races","29"
2023,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","White","437"
2023,"Tehama County CoC","American Indian, Alaska Native, or Indigenous","14"
2023,"Tehama County CoC","Multiple Races","11"
2023,"Tehama County CoC","Unknown","59"
2023,"Tehama County CoC","White","410"
2023,"Lake County CoC","American Indian, Alaska Native, or Indigenous","45"
2023,"Lake County CoC","Black, African American, or African","14"
2023,"Lake County CoC","Multiple Races","15"
2023,"Lake County CoC","Unknown","21"
2023,"Lake County CoC","White","232"
2023,"Alpine, Inyo, Mono Counties CoC","American Indian, Alaska Native, or Indigenous","34"
2023,"Alpine, Inyo, Mono Counties CoC","White","60"
2023,"Nevada County CoC","American Indian, Alaska Native, or Indigenous","31"
2023,"Nevada County CoC","Black, African American, or African","24"
2023,"Nevada County CoC","Multiple Races","51"
2023,"Nevada County CoC","Unknown","82"
2023,"Nevada County CoC","White","733"
2023,"Los Angeles County CoC","American Indian, Alaska Native, or Indigenous","1287"
2023,"Los Angeles County CoC","Asian or Asian American","1038"
2023,"Los Angeles County CoC","Black, African American, or African","27491"
2023,"Los Angeles County CoC","Multiple Races","1371"
2023,"Los Angeles County CoC","Native Hawaiian or Pacific Islander","584"
2023,"Los Angeles County CoC","Unknown","8000"
2023,"Los Angeles County CoC","White","35176"
2023,"San Diego County CoC","American Indian, Alaska Native, or Indigenous","426"
2023,"San Diego County CoC","Asian or Asian American","358"
2023,"San Diego County CoC","Black, African American, or African","5046"
2023,"San Diego County CoC","Multiple Races","741"
2023,"San Diego County CoC","Native Hawaiian or Pacific Islander","300"
2023,"San Diego County CoC","Unknown","757"
2023,"San Diego County CoC","White","11482"
2023,"Orange County CoC","American Indian, Alaska Native, or Indigenous","502"
2023,"Orange County CoC","Asian or Asian American","464"
2023,"Orange County CoC","Black, African American, or African","1736"
2023,"Orange County CoC","Multiple Races","508"
2023,"Orange County CoC","Native Hawaiian or Pacific Islander","252"
2023,"Orange County CoC","Unknown","2048"
2023,"Orange County CoC","White","11054"
2023,"Santa Barbara County CoC","American Indian, Alaska Native, or Indigenous","148"
2023,"Santa Barbara County CoC","Asian or Asian American","40"
2023,"Santa Barbara County CoC","Black, African American, or African","188"
2023,"Santa Barbara County CoC","Multiple Races","123"
2023,"Santa Barbara County CoC","Native Hawaiian or Pacific Islander","25"
2023,"Santa Barbara County CoC","Unknown","97"
2023,"Santa Barbara County CoC","White","2288"
2023,"Kern County CoC","American Indian, Alaska Native, or Indigenous","123"
2023,"Kern County CoC","Asian or Asian American","36"
2023,"Kern County CoC","Black, African American, or African","1561"
2023,"Kern County CoC","Multiple Races","225"
2023,"Kern County CoC","Native Hawaiian or Pacific Islander","42"
2023,"Kern County CoC","Unknown","39"
2023,"Kern County CoC","White","4339"
2023,"Long Beach CoC (Los Angeles County)","American Indian, Alaska Native, or Indigenous","77"
2023,"Long Beach CoC (Los Angeles County)","Asian or Asian American","73"
2023,"Long Beach CoC (Los Angeles County)","Black, African American, or African","1924"
2023,"Long Beach CoC (Los Angeles County)","Multiple Races","126"
2023,"Long Beach CoC (Los Angeles County)","Native Hawaiian or Pacific Islander","41"
2023,"Long Beach CoC (Los Angeles County)","Unknown","161"
2023,"Long Beach CoC (Los Angeles County)","White","1975"
2023,"Pasadena CoC (Los Angeles County)","American Indian, Alaska Native, or Indigenous","21"
2023,"Pasadena CoC (Los Angeles County)","Asian or Asian American","15"
2023,"Pasadena CoC (Los Angeles County)","Black, African American, or African","409"
2023,"Pasadena CoC (Los Angeles County)","Multiple Races","31"
2023,"Pasadena CoC (Los Angeles County)","Unknown","94"
2023,"Pasadena CoC (Los Angeles County)","White","520"
2023,"Riverside County CoC","American Indian, Alaska Native, or Indigenous","182"
2023,"Riverside County CoC","Asian or Asian American","70"
2023,"Riverside County CoC","Black, African American, or African","1890"
2023,"Riverside County CoC","Multiple Races","240"
2023,"Riverside County CoC","Native Hawaiian or Pacific Islander","59"
2023,"Riverside County CoC","Unknown","313"
2023,"Riverside County CoC","White","5472"
2023,"San Bernardino County CoC","American Indian, Alaska Native, or Indigenous","154"
2023,"San Bernardino County CoC","Asian or Asian American","37"
2023,"San Bernardino County CoC","Black, African American, or African","3226"
2023,"San Bernardino County CoC","Multiple Races","209"
2023,"San Bernardino County CoC","Native Hawaiian or Pacific Islander","44"
2023,"San Bernardino County CoC","Unknown","123"
2023,"San Bernardino County CoC","White","4139"
2023,"Ventura County CoC","American Indian, Alaska Native, or Indigenous","37"
2023,"Ventura County CoC","Asian or Asian American","24"
2023,"Ventura County CoC","Black, African American, or African","184"
2023,"Ventura County CoC","Multiple Races","116"
2023,"Ventura County CoC","Unknown","46"
2023,"Ventura County CoC","White","1872"
2023,"Glendale CoC (Los Angeles County)","American Indian, Alaska Native, or Indigenous","12"
2023,"Glendale CoC (Los Angeles County)","Black, African American, or African","146"
2023,"Glendale CoC (Los Angeles County)","White","382"
2023,"Imperial County CoC","Black, African American, or African","81"
2023,"Imperial County CoC","Multiple Races","16"
2023,"Imperial County CoC","Unknown","74"
2023,"Imperial County CoC","White","1144"
2023,"San Luis Obispo County CoC","American Indian, Alaska Native, or Indigenous","81"
2023,"San Luis Obispo County CoC","Asian or Asian American","19"
2023,"San Luis Obispo County CoC","Black, African American, or African","123"
2023,"San Luis Obispo County CoC","Multiple Races","150"
2023,"San Luis Obispo County CoC","Native Hawaiian or Pacific Islander","21"
2023,"San Luis Obispo County CoC","Unknown","126"
2023,"San Luis Obispo County CoC","White","1975"
